0
0.5, 0.5
1.5, 0.5
2.5, 0.5
3.5, 0.5
0.5, 1.5
1.5, 1.5
2.5, 1.5
3.5, 1.5
0.5, 2.5
1.5, 2.5
2.5, 2.5
3.5, 2.5
0.5, 3.5
1.5, 3.5
2.5, 3.5
3.5, 3.5

0.042
0.500236, 0.500236
1.50024, 0.500236
2.49976, 0.500236
3.49976, 0.500236
0.500236, 1.50024
1.50024, 1.50024
2.49976, 1.50024
3.49976, 1.50024
0.500236, 2.49976
1.50024, 2.49976
2.49976, 2.49976
3.49976, 2.49976
0.500236, 3.49976
1.50024, 3.49976
2.49976, 3.49976
3.49976, 3.49976

0.082
0.500606, 0.500606
1.5006, 0.500606
2.4994, 0.500606
3.49939, 0.500606
0.500606, 1.5006
1.5006, 1.5006
2.4994, 1.5006
3.49939, 1.5006
0.500606, 2.4994
1.5006, 2.4994
2.4994, 2.4994
3.49939, 2.4994
0.500606, 3.49939
1.5006, 3.49939
2.4994, 3.49939
3.49939, 3.49939

0.122
0.50064, 0.50064
1.50063, 0.500641
2.49937, 0.500641
3.49936, 0.50064
0.500641, 1.50063
1.50063, 1.50063
2.49937, 1.50063
3.49936, 1.50063
0.500641, 2.49937
1.50063, 2.49937
2.49937, 2.49937
3.49936, 2.49937
0.50064, 3.49936
1.50063, 3.49936
2.49937, 3.49936
3.49936, 3.49936

0.162
0.500292, 0.500292
1.50029, 0.500293
2.49971, 0.500293
3.49971, 0.500292
0.500293, 1.50029
1.50029, 1.50029
2.49971, 1.50029
3.49971, 1.50029
0.500293, 2.49971
1.50029, 2.49971
2.49971, 2.49971
3.49971, 2.49971
0.500292, 3.49971
1.50029, 3.49971
2.49971, 3.49971
3.49971, 3.49971

0.202
0.500004, 0.500004
1.50001, 0.500004
2.49999, 0.500004
3.5, 0.500004
0.500004, 1.50001
1.50001, 1.50001
2.49999, 1.50001
3.5, 1.50001
0.500004, 2.49999
1.50001, 2.49999
2.49999, 2.49999
3.5, 2.49999
0.500004, 3.5
1.50001, 3.5
2.49999, 3.5
3.5, 3.5

0.242
0.500149, 0.500149
1.50015, 0.500148
2.49985, 0.500148
3.49985, 0.500149
0.500148, 1.50015
1.50015, 1.50015
2.49985, 1.50015
3.49985, 1.50015
0.500148, 2.49985
1.50015, 2.49985
2.49985, 2.49985
3.49985, 2.49985
0.500149, 3.49985
1.50015, 3.49985
2.49985, 3.49985
3.49985, 3.49985

0.282
0.500541, 0.500541
1.50053, 0.500541
2.49947, 0.500541
3.49946, 0.500541
0.500541, 1.50053
1.50053, 1.50053
2.49947, 1.50053
3.49946, 1.50053
0.500541, 2.49947
1.50053, 2.49947
2.49947, 2.49947
3.49946, 2.49947
0.500541, 3.49946
1.50053, 3.49946
2.49947, 3.49946
3.49946, 3.49946

0.322
0.500676, 0.500676
1.50066, 0.500676
2.49934, 0.500676
3.49932, 0.500676
0.500676, 1.50066
1.50066, 1.50066
2.49934, 1.50066
3.49932, 1.50066
0.500676, 2.49934
1.50066, 2.49934
2.49934, 2.49934
3.49932, 2.49934
0.500676, 3.49932
1.50066, 3.49932
2.49934, 3.49932
3.49932, 3.49932

0.362
0.500383, 0.500383
1.50038, 0.500384
2.49962, 0.500384
3.49962, 0.500383
0.500384, 1.50038
1.50038, 1.50038
2.49962, 1.50038
3.49962, 1.50038
0.500384, 2.49962
1.50038, 2.49962
2.49962, 2.49962
3.49962, 2.49962
0.500383, 3.49962
1.50038, 3.49962
2.49962, 3.49962
3.49962, 3.49962

0.402
0.500039, 0.500039
1.50004, 0.500039
2.49996, 0.500039
3.49996, 0.500039
0.500039, 1.50004
1.50004, 1.50004
2.49996, 1.50004
3.49996, 1.50004
0.500039, 2.49996
1.50004, 2.49996
2.49996, 2.49996
3.49996, 2.49996
0.500039, 3.49996
1.50004, 3.49996
2.49996, 3.49996
3.49996, 3.49996

0.442
0.499905, 0.499905
1.4999, 0.500046
2.5001, 0.500046
3.50009, 0.499905
0.500046, 1.4999
1.50004, 1.50004
2.49996, 1.50004
3.49995, 1.4999
0.500046, 2.5001
1.50004, 2.49996
2.49996, 2.49996
3.49995, 2.5001
0.499905, 3.50009
1.4999, 3.49995
2.5001, 3.49995
3.50009, 3.50009

0.482
0.499522, 0.499522
1.49952, 0.500257
2.50048, 0.500257
3.50048, 0.499522
0.500257, 1.49952
1.50025, 1.50025
2.49975, 1.50025
3.49974, 1.49952
0.500257, 2.50048
1.50025, 2.49975
2.49975, 2.49975
3.49974, 2.50048
0.499522, 3.50048
1.49952, 3.49974
2.50048, 3.49974
3.50048, 3.50048

0.522
0.499286, 0.499286
1.49928, 0.500406
2.50072, 0.500406
3.50071, 0.499286
0.500406, 1.49928
1.50041, 1.50041
2.49959, 1.50041
3.49959, 1.49928
0.500406, 2.50072
1.50041, 2.49959
2.49959, 2.49959
3.49959, 2.50072
0.499286, 3.50071
1.49928, 3.49959
2.50072, 3.49959
3.50071, 3.50071

0.562
0.499488, 0.499488
1.49948, 0.500322
2.50052, 0.500322
3.50051, 0.499488
0.500322, 1.49948
1.50032, 1.50032
2.49968, 1.50032
3.49968, 1.49948
0.500322, 2.50052
1.50032, 2.49968
2.49968, 2.49968
3.49968, 2.50052
0.499488, 3.50051
1.49948, 3.49968
2.50052, 3.49968
3.50051, 3.50051

0.602
0.499875, 0.499875
1.49987, 0.500099
2.50013, 0.500099
3.50012, 0.499875
0.500099, 1.49987
1.50009, 1.50009
2.49991, 1.50009
3.4999, 1.49987
0.500099, 2.50013
1.50009, 2.49991
2.49991, 2.49991
3.4999, 2.50013
0.499875, 3.50012
1.49987, 3.4999
2.50013, 3.4999
3.50012, 3.50012

0.642
0.500035, 0.500035
1.50008, 0.500043
2.49992, 0.500043
3.49997, 0.500035
0.500043, 1.50008
1.5, 1.5
2.5, 1.5
3.49996, 1.50008
0.500043, 2.49992
1.5, 2.5
2.5, 2.5
3.49996, 2.49992
0.500035, 3.49997
1.50008, 3.49996
2.49992, 3.49996
3.49997, 3.49997

0.682
0.500408, 0.500408
1.50045, 0.500333
2.49955, 0.500333
3.49959, 0.500408
0.500333, 1.50045
1.5003, 1.5003
2.4997, 1.5003
3.49967, 1.50045
0.500333, 2.49955
1.5003, 2.4997
2.4997, 2.4997
3.49967, 2.49955
0.500408, 3.49959
1.50045, 3.49967
2.49955, 3.49967
3.49959, 3.49959

0.722
0.500719, 0.500719
1.50065, 0.500614
2.49935, 0.500614
3.49928, 0.500719
0.500614, 1.50065
1.50066, 1.50066
2.49934, 1.50066
3.49939, 1.50065
0.500614, 2.49935
1.50066, 2.49934
2.49934, 2.49934
3.49939, 2.49935
0.500719, 3.49928
1.50065, 3.49939
2.49935, 3.49939
3.49928, 3.49928

0.762
0.500526, 0.500526
1.50049, 0.50057
2.49951, 0.50057
3.49947, 0.500526
0.50057, 1.50049
1.50058, 1.50058
2.49942, 1.50058
3.49943, 1.50049
0.50057, 2.49951
1.50058, 2.49942
2.49942, 2.49942
3.49943, 2.49951
0.500526, 3.49947
1.50049, 3.49943
2.49951, 3.49943
3.49947, 3.49947

0.802
0.500079, 0.500079
1.50014, 0.500245
2.49986, 0.500245
3.49992, 0.500079
0.500245, 1.50014
1.50019, 1.50019
2.49981, 1.50019
3.49975, 1.50014
0.500245, 2.49986
1.50019, 2.49981
2.49981, 2.49981
3.49975, 2.49986
0.500079, 3.49992
1.50014, 3.49975
2.49986, 3.49975
3.49992, 3.49992

0.842
0.499872, 0.499872
1.49991, 0.500018
2.50009, 0.500018
3.50013, 0.499872
0.500018, 1.49991
1.5, 1.5
2.5, 1.5
3.49998, 1.49991
0.500018, 2.50009
1.5, 2.5
2.5, 2.5
3.49998, 2.50009
0.499872, 3.50013
1.49991, 3.49998
2.50009, 3.49998
3.50013, 3.50013

0.882
0.499527, 0.499527
1.49948, 0.500071
2.50052, 0.500071
3.50047, 0.499527
0.500071, 1.49948
1.5001, 1.5001
2.4999, 1.5001
3.49993, 1.49948
0.500071, 2.50052
1.5001, 2.4999
2.4999, 2.4999
3.49993, 2.50052
0.499527, 3.50047
1.49948, 3.49993
2.50052, 3.49993
3.50047, 3.50047

0.922
0.49931, 0.49931
1.49927, 0.500307
2.50073, 0.500307
3.50069, 0.49931
0.500307, 1.49927
1.50032, 1.50032
2.49968, 1.50032
3.49969, 1.49927
0.500307, 2.50073
1.50032, 2.49968
2.49968, 2.49968
3.49969, 2.50073
0.49931, 3.50069
1.49927, 3.49969
2.50073, 3.49969
3.50069, 3.50069

0.962
0.499488, 0.499488
1.49952, 0.500437
2.50048, 0.500437
3.50051, 0.499488
0.500437, 1.49952
1.5004, 1.5004
2.4996, 1.5004
3.49956, 1.49952
0.500437, 2.50048
1.5004, 2.4996
2.4996, 2.4996
3.49956, 2.50048
0.499488, 3.50051
1.49952, 3.49956
2.50048, 3.49956
3.50051, 3.50051

1.002
0.499915, 0.499915
1.49997, 0.500345
2.50003, 0.500345
3.50009, 0.499915
0.500345, 1.49997
1.5003, 1.5003
2.4997, 1.5003
3.49965, 1.49997
0.500345, 2.50003
1.5003, 2.4997
2.4997, 2.4997
3.49965, 2.50003
0.499915, 3.50009
1.49997, 3.49965
2.50003, 3.49965
3.50009, 3.50009

1.042
0.500471, 0.500471
1.50044, 0.500244
2.49956, 0.500244
3.49953, 0.500471
0.500244, 1.50044
1.50027, 1.50027
2.49973, 1.50027
3.49976, 1.50044
0.500244, 2.49956
1.50027, 2.49973
2.49973, 2.49973
3.49976, 2.49956
0.500471, 3.49953
1.50044, 3.49976
2.49956, 3.49976
3.49953, 3.49953

1.082
0.500849, 0.500849
1.5008, 0.500271
2.4992, 0.500271
3.49915, 0.500849
0.500271, 1.5008
1.5003, 1.5003
2.4997, 1.5003
3.49973, 1.5008
0.500271, 2.4992
1.5003, 2.4997
2.4997, 2.4997
3.49973, 2.4992
0.500849, 3.49915
1.5008, 3.49973
2.4992, 3.49973
3.49915, 3.49915

1.122
0.500584, 0.500584
1.50061, 0.500383
2.49939, 0.500383
3.49942, 0.500584
0.500383, 1.50061
1.50035, 1.50035
2.49965, 1.50035
3.49962, 1.50061
0.500383, 2.49939
1.50035, 2.49965
2.49965, 2.49965
3.49962, 2.49939
0.500584, 3.49942
1.50061, 3.49962
2.49939, 3.49962
3.49942, 3.49942

1.162
0.500034, 0.500034
1.50007, 0.500416
2.49993, 0.500416
3.49997, 0.500034
0.500416, 1.50007
1.50039, 1.50039
2.49961, 1.50039
3.49958, 1.50007
0.500416, 2.49993
1.50039, 2.49961
2.49961, 2.49961
3.49958, 2.49993
0.500034, 3.49997
1.50007, 3.49958
2.49993, 3.49958
3.49997, 3.49997

1.202
0.499613, 0.499613
1.49958, 0.500354
2.50042, 0.500354
3.50039, 0.499613
0.500354, 1.49958
1.50039, 1.50039
2.49961, 1.50039
3.49965, 1.49958
0.500354, 2.50042
1.50039, 2.49961
2.49961, 2.49961
3.49965, 2.50042
0.499613, 3.50039
1.49958, 3.49965
2.50042, 3.49965
3.50039, 3.50039

1.242
0.499311, 0.499311
1.49926, 0.500209
2.50074, 0.500209
3.50069, 0.499311
0.500209, 1.49926
1.50025, 1.50025
2.49975, 1.50025
3.49979, 1.49926
0.500209, 2.50074
1.50025, 2.49975
2.49975, 2.49975
3.49979, 2.50074
0.499311, 3.50069
1.49926, 3.49979
2.50074, 3.49979
3.50069, 3.50069

1.282
0.499399, 0.499399
1.49943, 0.500091
2.50057, 0.500091
3.5006, 0.499399
0.500091, 1.49943
1.50004, 1.50004
2.49996, 1.50004
3.49991, 1.49943
